Event EN;Event FR;
Mixed 12 metres;Mixte 12 metres;
Mixed 18 foot;Mixte 18 foot;
Mixed 30 metres;Mixte 30 metres;
Mixed 40 metres;Mixte 40 metres;
Mixed 5.5 metres;Mixte 5.5 metres;
Mixed 6 metres;Mixte 6 metres;
Mixed 6.5 metres;Mixte 6.5 metres;
Mixed 7 metres;Mixte 7 metres;
Mixed 8 metres;Mixte 8 metres;
Men's One Person Dinghy;Dinghy 1 personne (H);
Men's One Person Heavyweight Dinghy;Dinghy lourd 1 personne (H);
Men's Skiff;Skiff (H);
Men's Two Person Dinghy;Dinghy 2 personnes (H);
Men's Two Person Keelboat;Keelboat 2 Personnes (H);
Men's Windsurfer;Planche à voile (H);
Mixed Multihull;Mixte multicoques;
Mixed One Person Dinghy;Dinghy mixte 1 personne;
Mixed Open;Mixte libre;
Mixed Skiff;Mixte Skiff;
Mixed Three Person Keelboat;Keelboat mixte 3 Personnes;
Mixed Two Person Dinghy;Dinghy mixte 2 Personnes;
Mixed Two Person Heavyweight Dinghy;Dinghy lourd mixte 2 Personnes;
Mixed Two Person Keelboat;Keelboat mixte 2 Personnes;
Mixed Windsurfer;Planche à voile mixte;
Women's One Person Dinghy;Dinghy 1 personne (F);
Women's Skiff;Skiff (F);
Women's Three Person Keelboat;Keelboat, 3 Personnes (F);
Women's Two Person Dinghy;Dinghy, 2 personnes (F);
Women's Windsurfer;Planche à voile (F);
10m Air Pistol Mixed Team;Pistolet Air Comprimé 10 mètres Équipe Mixte;
Women's Air Pistol, 10 metres;Pistolet Air 10 mètres femme;
10m Air Rifle Mixed Team;Carabine Air Comprimé 10 mètres Équipe Mixte;
Women's Air Rifle, 10 metres;Carabine Air 10 mètres femme;
25m Pistol Women;Pistolet 25 mètres (F);
25m Rapid Fire Pistol Men;Pistolet Tir Rapide 25 mètres (H);
50m Rifle 3 Positions Men;Carabine 50 mètres 3 Positions (H);
50m Rifle 3 Positions women;Carabine 50 mètres 3 Positions (F);
Men's Skeet;Skeet (H);
Men's Trap;Trap (H);
Men's Trap, Team;Trap, par équipe (H);
Men's Trap, Double Shot, 14 metres;Trap, 2 coups, 14 mètres (H);
Men's Trap, Single Shot, 16 metres;Trap, 1 coup, 16 mètres (H);
Men's Unknown Event;Evènement inconnu (H),;
Women's Skeet;Skeet (F);
Women's Trap;Trap (F);
Women's Double Trap;Double Trap (F);
Mixed Trap;Équipe Mixte Trap;
Mixed Skeet;Équipe Mixte Skeet;
Mixed Free Pistol, 50 metres;Équipe Mixte Pistolet, 50 mètres;
Mixed Free Rifle, Three Positions, 300 metres;Équipe Mixte Carabine, 3 positions, 300 mètres;
Mixed Rapid-Fire Pistol, 25 metres;Équipe Mixte Pistolet tir rapide, 25 mètres;
Mixed Running Target, 50 metres;Équipe Mixte cible mouvante, 50 mètres;
Mixed Small-Bore Rifle, Prone, 50 metres;Équipe Mixte Carabine Small-Bore, couché, 50 mètres;
Mixed Small-Bore Rifle, Three Positions, 50 metres;Équipe Mixte Carabine Small-Bore, 3 Positions, 50 mètres;
Men's Free Pistol, 25 metres;25 mètres Pistolet d'Ordonnance (H);
Men's Free Pistol, 30 metres;30 mètres Pistolet d'Ordonnance (H);
Men's Free Pistol, 50 metres;50 mètres Pistolet d'Ordonnance (H);
Men's Free Pistol, 50 yards;50 yards Pistolet d'Ordonnance (H);
Men's Free Pistol, 50 yards, Team;50 yards Pistolet d'Ordonnance, par équipes (H);
Men's Free Pistol, 50 metres, Team;50 mètres pistolet d'ordonnance, par équipes (H);
Men's Free Rifle, 200 metres men;200 mètres Carabine d'Ordonnance homme;
Men's Free Rifle, 300m men;300m Carabine d'Ordonnance homme;
Men's Free Rifle, 1,000 Yards;Carabine d'ordonnance, 1000 yards (H);
Men's Free Rifle, Any Position, 300 metres;Carabine d'ordonnance, 300 mètres, positions libres (H);
Men's Free Rifle, Three Positions, 300 metres;Carabine d'ordonnance, 300m, 3 positions (H);
Men's Free Rifle, Three Positions, 300 metres, Team;Carabine d'ordonnance, 300m, 3 positions, par équipe (H);
Men's Free Rifle, team men;Carabine d'ordonnance, 300 mètres, 3 positions par équipes;
Men's Free Rifle, Kneeling, 300 metres;Carabine d'ordonnance, 300 mètres, à genoux (H);
Men's Free Rifle, Prone, 300 metres;Carabine d'ordonnance, 300 mètres, couché (H);
Men's Free Rifle, Standing, 300 metres;Carabine d'ordonnance, 300 mètres, debout (H);
Men's Free Rifle, Prone, 600 metres;Carabine d'ordonnance, 600 mètres, couché (H);
Men's Free Rifle, 400, 600 and 800 metres, Team;Carabine d'ordonnance, 400, 600 et 800 mètres, par équipe (H);
Men's Military Rifle, 200 metres;Carabine militaire, 200 mètres (H);
Men's Military Rifle, 200, 400, 500 and 600 metres, Team;Carabine militaire, 200, 400, 500 et 600 mètres, par équipe (H);
Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team;Carabine militaire, 200/500/600/800/900/1,000 Yards, par équipe (H);
Men's Military Rifle, 300 metres and 600 metres, Prone, Team;Carabine militaire 300 et 600 mètres, couché, par équipe (H);
Men's Military Rifle, Any Position, 600 metres;Carabine militaire, positions libres, 600 mètres (H);
Men's Military Rifle, Kneeling Or Standing, 300 metres;Carabine militaire, à genoux ou debout, 300 mètres (H);
Men's Military Rifle, Prone, 300 metres;Carabine militaire, couché, 300 mètres (H);
Men's Military Rifle, Prone, 300 metres, Team;Carabine militaire, couché, 300 mètres, par équipe (H);
Men's Military Rifle, Prone, 600 metres;Carabine militaire, couché, 600 mètres (H);
Men's Military Rifle, Prone, 600 metres, Team;Carabine militaire, couché, 600 mètres, par équipe (H);
Men's Military Rifle, Standing, 300 metres;Carabine militaire, debout, 300 mètres (H);
Men's Military Rifle, Standing, 300 metres, Team;Carabine militaire, debout, 300 mètres, par équipe (H);
Men's Military Rifle, Three Positions, 300 metres;Carabine militaire, 3 positions, 300 mètres (H);
Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres;Carabine militaire, 1873-1874 Gras Model, debout, 200 mètres (H);
Men's Military Pistol, 25 metres;25 mètres Pistolet militaire (H);
Men's Military Pistol, 30 metres;30 mètres Pistolet militaire (H);
Men's Double Trap;Double trap (H);
Men's Rapid-Fire Pistol, 25 metres;Tir rapide à 25 mètres (H);
Men's Dueling Pistol Au Commandement, 25 metres;Tir rapide, au commandement, à 25 mètres (H);
Men's Dueling Pistol Au Vise 20 metres;Tir rapide, au visé, à 20 mètres (H);
Men's Dueling Pistol, 30 metres;Tir rapide à 30 mètres (H);
Men's Dueling Pistol, 30 metres, Team;Tir rapide à 30 mètres, par équipe (H);
Men's Military Pistol, Team;Pistolet militaire, par équipes (H);
Men's Military Revolver, 1873-1874 Gras Model, 20 metres;Revolver militaire, 1873-1874 Gras Model (H);
Men's Military Revolver, 20 metres;Revolver militaire, 20 mètres (H);
Men's Running Target, 10 metres;Cible mouvante à 10 mètres (H);
Men's Running Target, 50 metres;Cible mouvante à 50 mètres (H);
Men's Running Target, Double Shot;Cible mouvante double coups (H);
Men's Running Target, Double Shot, Team;Cible mouvante double coups, par équipe (H);
Men's Running Target, Single And Double Shot;Cible mouvante, simple et double coups, par équipe (H);
Men's Running Target, Single Shot;Cible mouvante, simple et double coups (H);
Men's Running Target, Single Shot, Team;Cible mouvante, simple et double coups, par équipe (H);
Men's Air Pistol, 10 metres;Pistolet à air comprimé, 10 mètres (H);
Men's Air Rifle, 10 metres;Carabine à air comprimé, 10 mètres (H);
Men's Muzzle-Loading Pistol, 25 metres;Pistolet Muzzle-Loading, 25 mètres (H);
Men's Small Bore-Rifle, Standing, 50 metres, Team;Small Bore-Rifle, debout, 50 metres, par équipe (H);
Men's Small-Bore Rifle, 50 and 100 yards, Team;Small-Bore Rifle, 50 et 100 yards, par équipe (H);
Men's Small-Bore Rifle, Any Position, 50 metres;Small-Bore Rifle, position libre, 50 metres (H);
Men's Small-Bore Rifle, Disappearing Target, 25 metres;Small-Bore Rifle, Disappearing Target, 25 metres (H);
Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team;Small-Bore Rifle, Disappearing Target, 25 metres, par équipe (H);
Men's Small-Bore Rifle, Disappearing Target, 25 yards;Small-Bore Rifle, Disappearing Target, 25 yards (H);
Men's Small-Bore Rifle, Moving Target, 25 yards;Small-Bore Rifle, cible mouvante, 25 yards (H);
Men's Small-Bore Rifle, Prone, 50 and 100 yards;Small-Bore Rifle, couché, 50 and 100 yards (H);
Men's Small-Bore Rifle, Prone, 50 metres;Small-Bore Rifle, Prone, 50 metres (H);
Men's Small-Bore Rifle, Prone, 50 metres, Team;Small-Bore Rifle, couché, 50 metres, par équipe (H);
Men's Small-Bore Rifle, Standing, 50 metres;Small-Bore Rifle, debout, 50 metres (H);
Men's Small-Bore Rifle, Three Positions, 50 metres;Small-Bore Rifle, 3 Positions, 50 metres (H);
Women's Small-Bore Rifle, Three Positions, 50 metres;Small-Bore Rifle, 3 Positions, 50 metres (F);
Women's Sporting Pistol, 25 metres;Sporting Pistol, 25 metres (F);
Men's Street;Street (H);
Women's Street;Street (F);
Men's Combined;Combiné (H);
Women's Combined;Combiné (F);
Men's 10 kilometres Open Water;10km eaux vives (H);
Men's 100 metres Backstroke;100 metres Dos (H);
Men's 100 metres Breaststroke;100 metres Brasse (H);
Men's 100 metres Butterfly;100 metres Papillon (H);
Men's 100 metres Freestyle;100 metres Nage Libre (H);
100 metres freestyle men;100 metres nage libre (H);
Men's 100 metres Freestyle For Sailors;100 metres Nage Libre pour Marins homme;
400 metres freestyle men;400 metres nage libre (H);
1,000 metres freestyle men;1,000 metres nage libre (H);
1200 metres freestyle men;1200 metres Nage Libre homme;
Men's 1,500 metres Freestyle;1,500 metres Nage Libre (H);
Men's 200 metres Backstroke;200 metres Dos (H);
200 metres backstroke men;200 metres dos (H);
Men's 200 metres Obstacle Course;200 metres nage avec obstacles (H);
Men's 200 metres Breaststroke;200 metres Brasse (H);
Men's 200 metres Butterfly;200 metres Papillon (H);
Men's 200 metres Freestyle;200 metres Nage Libre (H);
200 metres freestyle men;200 metres nage libre (H);
Men's 200 metres Team Swimming;200 metres nage par équipes (H);
Men's 200 metres Individual Medley;200 metres 4 Nages Individuel (H);
Men's 4 x 100 metres Freestyle Relay;Relais 4x100 metres Nage Libre (H);
Men's 4 x 100 metres Medley Relay;Relais 4x100 mètres 4 Nages (H);
Men's 4 x 200 metres Freestyle Relay;Relais 4x200 mètres Nage Libre (H);
Men's 400 metres Freestyle;400 mètres Nage Libre (H);
Men's 400 metres Individual Medley;400 mètres 4 Nages Individuel (H);
Men's 50 metres Freestyle;50m Nage Libre (H);
Men's 500 metres Freestyle;500 mètres Nage Libre (H);
Men's 800 metres Freestyle;800 mètres Nage Libre (H);
Men's 1,000 metres Freestyle;1000 mètres Nage Libre (H);
Men's 1,200 metres Freestyle;1200 mètres Nage Libre (H);
Men's 4,000 metres Freestyle;4000m nage libre (H);
Men's Underwater Swimming;nage sous l'eau (H);
Mixed 4 x 100 metres Medley Relay;Relais 4x100 mètres 4 Nages Mixte;
Men's 100 Yard Backstroke;100 yards dos (H);
Men's 100 Yard Freestyle;100 yards nage libre (H);
Men's 220 Yard Freestyle;220 yards nage libre (H);
Men's 4 x 250 metres Freestyle Relay;Relais 4x250 mètres Nage Libre (H);
Men's 4 x 50 Yard Freestyle Relay;Relais 4x50 yards Nage Libre (H);
Men's 4 x 7.5 kilometres Freestyle Relay;Relais 4x7.5 km Nage Libre (H);
Men's 400 metres Breaststroke;400 mètres Brasse (H);
Men's 400 Yard Breaststroke;400 yards Brasse (H);
Men's 440 Yard Breaststroke;440 yards Brasse (H);
Men's 50 Yard Freestyle;50 yards Nage Libre (H);
Men's 50 yard Freestyle;50 yards Nage Libre (H);
Men's 100 yard Freestyle;100 yards Nage Libre (H);
Men's 220 yard Freestyle;220 yards Nage Libre (H);
Men's 400 yard Freestyle;400 yards Nage Libre (H);
Men's 440 yard Freestyle;440 yards Nage Libre (H);
Men's 880 yard Freestyle;880 yards Nage Libre (H);
Men's One Mile Freestyle;1 mile Nage Libre (H);
Men's Plunge For Distance;Plongeon en longueur (H);
Women's 100 metres Backstroke;100 metres Dos (F);
Women's 100 metres Breaststroke;100 metres Brasse (F);
Women's 100 metres Butterfly;100 metres Papillon (F);
Women's 100 metres Freestyle;100 metres Nage Libre (F);
Women's 1,500 metres Freestyle;1,500 metres Nage Libre (F);
Women's 200 metres Backstroke;200 metres Dos (F);
Women's 200 metres Breaststroke;200 metres Brasse (F);
Women's 200 metres Butterfly;200 metres Papillon (F);
Women's 200 metres Freestyle;200 metres Nage Libre (F);
Women's 200 metres Individual Medley;200 metres 4 Nages Individuel (F);
Women's 4 x 100 metres Freestyle Relay;Relais 4x100 metres Nage Libre (F);
Women's 4 x 100 metres Medley Relay;Relais 4x100 metres 4 Nages (F);
Women's 4 x 200 metres Freestyle Relay;Relais 4x200 metres Nage Libre (F);
Women's 300 metres Freestyle;300 mètres Nage Libre (F);
Women's 400 metres Freestyle;400 mètres Nage Libre (F);
Women's 400 metres Individual Medley;400 mètres 4 Nages Individuel (F);
Women's 50 metres Freestyle;50 mètres Nage Libre (F);
Women's 800 metres Freestyle;800 metres Nage Libre (F);
Women's 10 kilometres Open Water;10 kilomètres nage (F);
Women's Solo;Individuel (F);
Women's Duet;En duo (F);
Women's Singles;Simple (F);
Women's Flyweight;Poids mouches (F);
Women's Heavyweight;Poids lourds (F);
Women's Welterweight;Poids welters (F);
Men's Singles, Covered Courts;Simple, en salle (H);
Women's Singles, Covered Courts;Simple, en salle (F);
Men's Doubles, Covered Courts;Double, en salle (H);
Mixed Doubles, Covered Courts;Double mixte, en salle;
Doubles men;Double (H);
Singles men;Simple (H);
Singles women;Simple (F);
Men's Olympic Distance;Distance olympique (H);
Mixed Relay;Relais Mixte;
Women's Olympic Distance;Distance olympique (F);
Men's Tug-Of-War;Tir à la corde (H);
Men's Volleyball;Volleyball (H);
Women's Volleyball;Volleyball (F);
Men's Water Polo;Water Polo (H);
Women's Water Polo;Water Polo (F);
Water-polo men;Water-polo (H);
Men's Heavyweight II;+Poids-lourd II (H);
Men's Heavyweight I;Poids-lourd I (H);
Men's Light-Heavyweight;Poids Lourd-léger (H);
Men's Lightweight;Poids Léger (H);
Men's Middle-Heavyweight;Poids Moyen-lourd (H);
Men's Middleweight;Poids moyen (H);
Men's 96kg;96kg (H);
Women's Featherweight;Poids plume (F);
Women's Light-Heavyweight;Poids lourd léger (F);
Women's Lightweight;Poids léger (F);
Women's Middleweight;Poids moyen (F);
Women's Super-Heavyweight;Poids super lourd (F);
Men's All-Around Dumbbell Contest;Toutes catégories, haltère (H);
Men's Unlimited, One Hand;Poids Lourds à une main (H);
Men's Unlimited, Two Hands;Poids Lourds à 2 mains (H);
Men's All-Around, Greco-Roman;Toutes catégories, gréco-romaine (H);
Men's Bantamweight, Freestyle;Poids coqs, libre (H);
Men's Bantamweight, Greco-Roman;Poids coqs, gréco-romaine (H);
Men's Featherweight, Freestyle;Poids plumes, libre (H);
Men's Featherweight, Greco-Roman;Poids plumes, gréco-romaine (H);
Men's Flyweight, Freestyle;Poids mouches, libre (H);
Men's Flyweight, Greco-Roman;Poids mouches, gréco-romaine (H);
Men's Heavyweight, Freestyle;Poids lourds, libre (H);
Men's Heavyweight, Greco-Roman;Poids lourds, gréco-romaine (H);
Men's Light-Flyweight, Freestyle;Poids mi-mouches, libre (H);
Men's Light-Flyweight, Greco-Roman;Poids mi-mouches, gréco-romaine (H);
Men's Light-Heavyweight, Freestyle;Poids lourds légers, libre (H);
Men's Light-Heavyweight, Greco-Roman;Poids lourds légers, gréco-romaine (H);
Men's Lightweight, Freestyle;Poids légers, libre (H);
Men's Lightweight, Greco-Roman;Poids légers, gréco-romaine (H);
Men's Middleweight A, Greco-Roman;Poids mi-lourds A, gréco-romaine (H);
Men's Middleweight B, Greco-Roman;Poids mi-lourds B, gréco-romaine (H);
Men's Middleweight, Freestyle;Poids mi-lourds, libre (H);
Men's Middleweight, Greco-Roman;Poids mi-lourds, gréco-romaine (H);
Men's Super-Heavyweight, Freestyle;Poids super-lourds, libre (H);
Men's Super-Heavyweight, Greco-Roman;Poids super-lourds, gréco-romaine (H);
Men's Unlimited Class, Greco-Roman;Toutes catégories, gréco-romaine (H);
Men's Welterweight, Freestyle;Poids welters, libre (H);
Men's Welterweight, Greco-Roman;Poids welters, gréco-romaine (H);
Women's Featherweight, Freestyle;Poids plumes, libre (F);
Women's Flyweight, Freestyle;Poids mouches, libre (F);
Women's Heavyweight, Freestyle;Poids lourds, libre (F);
Women's Light-Heavyweight, Freestyle;Poids lourds légers, libre (F);
Women's Lightweight, Freestyle;Poids lourds légers, libre (F);
Women's Middleweight, Freestyle;Poids mi-lourds, libre (F);
Unlimited Class, Greco-Roman Men;Gréco-Romaine Catégorie Illimitée homme;
Men's Alpine Combined;Combiné alpin (H);
Men's Downhill;Descente (H);
Men's Giant Slalom;Slalom géant (H);
Men's Slalom;Slalom (H);
Men's Super G;Super-G (H);
Mixed Team Parallel;Parallèle par équipes mixtes;
Women's Alpine Combined;Combiné alpin (F);
Women's Downhill;Descente (F);
Women's Giant Slalom;Slalom géant (F);
Women's Slalom;Slalom (F);
Women's Super G;Super-G (F);
Men's 10 kilometres Sprint;10 km sprint (H);
Men's 12.5 kilometres Pursuit;12,5 km poursuite (H);
Men's 15 kilometres Mass Start;15 km départ groupé (H);
Men's 20 kilometres Individual;20 km individuel (H);
Men's 20 kilometres;20 km (H);
Men's 4 x 7.5 kilometres Relay;Relais 4x7,5 km (H);
Mixed Relay 4x6 kilometres (W+M);Relais mixte 4x6 km (F+H);
Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay;Relais mixte 2 x 6 kilomètres et 2 x 7.5 kilomètres;
Women's 10 kilometres Pursuit;10 km poursuite (F);
Women's 12.5 kilometres Mass Start;12,5 km départ groupé (F);
Women's 15 kilometres Individual;15 km individuel (F);
Women's 15 kilometres;15 km (F);
Women's 3 x 7.5 kilometres Relay;Relais 3x7.5 km (F);
Women's 4 x 6 kilometres Relay;Relais 4x6 km (F);
Women's 4 x 7.5 kilometres Relay;Relais 4x7.5 km (F);
Women's 7.5 kilometres Sprint;7,5 km sprint (F);
Men's Two;Bob à deux (H);
Women's Two;Bob à deux (F);
Men's Four/Five;Bob à quatre/cinq;
Women's Monobob;Monobob (F);
Men's 15km + 15km Skiathlon;Skiathlon 15 km + 15 km (H);
Men's 10 kilometres;10km (H);
Men's 15km Classic;15 km classique (H);
Men's 50km Mass Start Free;Départ groupé 50 km libre (H);
Men's Sprint Free;Sprint libre (H);
Men's Team Sprint Classic;Sprint classique par équipes (H);
Women's 10km Classic;10 km classique (F);
Women's 30km Mass Start Free;Départ groupé 30 km libre (F);
Women's 4 x 5km Relay;Relais 4 x 5 km (F);
Women's 7.5km + 7.5km Skiathlon;Skiathlon 7,5 km + 7,5 km (F);
Women's Sprint Free;Sprint libre (F);
Women's Team Sprint Classic;Sprint classique par équipes (F);
Men's 10/10 kilometres Pursuit;Poursuite 10/10 kilomètres (H);
Men's 10/15 kilometres Pursuit;Poursuite 10/15 kilomètres (H);
Men's 15 kilometres;15 kilomètres (H);
Men's 18 kilometres;18 kilomètres (H);
Men's 30 kilometres;30 kilomètres (H);
Men's 30 km Skiathlon;30 kilomètres Skiathlon (H);
Men's 4 x 10 kilometres Relay;Relais 4 x 10 kilomètres (H);
Men's 50 kilometres;50 kilomètres (H);
Women's 10 kilometres;10 kilomètres (F);
Women's 15 km Skiathlon;15 kilomètres Skiathlon (F);
Women's 20 kilometres;20 kilomètres (F);
Women's 3 x 5 kilometres Relay;Relais 3 x 5 kilomètres (F);
Women's 30 kilometres;30 kilomètres (F);
Women's 4 x 5 kilometres Relay;Relais 4 x 5 kilomètres (F);
Women's 5 kilometres;5 kilomètres (F);
Women's 5/10 kilometres Pursuit;Poursuite 5/10 kilomètres (F);
Women's 5/5 kilometres Pursuit;Poursuite 5/5 kilomètres (F);
Men's Curling;Curling (H);
Women's Curling;Femme;
Men's Special Figures;Figures spéciales (H);
Mixed Ice Dancing;Danse mixte;
Mixed Pairs;Couple mixte;
Men's Aerials;Saut acrobatique (H);
Men's Freeski Big Air;Freeski big air (H);
Men's Freeski Halfpipe;Freeski halfpipe (H);
Men's Freeski Slopestyle;Freeski slopestyle (H);
Men's Moguls;Bosses (H);
Men's Ski Cross;Ski cross (H);
Mixed Team Aerials;Saut acrobatique par équipes mixtes;
Women's Aerials;Saut acrobatique (F);
Women's Freeski Big Air;Freeski big air (F);
Women's Freeski Halfpipe;Freeski halfpipe (F);
Women's Freeski Slopestyle;Freeski slopestyle (F);
Women's Moguls;Bosses (F);
Women's Ski Cross;Ski cross (F);
Men's Ice Hockey;Hockey sur glace (H);
Women's Ice Hockey;Hockey sur glace (F);
Mixed (Men)'s Doubles;Double mixte;
Mixed Team Relay;Relais par équipes mixtes;
Men's Military Ski Patrol;Patrouille militaire à skis (H);
Men's Large Hill / 10 km, Individual;Grand tremplin /10km, individuel (H);
Men's Normal Hill / 10 km, Individual;Tremplin normal/10km, individuel (H);
Team Gundersen Large Hill/4x5km;Gundersen grand tremplin/4x5km - équipes;
Men's 1,000 metres;1000 m (H);
Men's 1,500 metres;1500 m (H);
Men's 5,000 metres Relay;Relais 5000 m (H);
Men's 500m;500 m (H);
Women's 1,000 metres;1000 m (F);
Women's 1,500 metres;1500 m (F);
Women's 3,000 metres Relay;Relais 3000 m (F);
Women's 500m;500 m (F);
Men's Skeleton;Skeleton (H);
Women's Skeleton;Skeleton (F);
Men's Large Hill, Individual;Grand tremplin individuel (H);
Men's Normal Hill, Individual;Tremplin normal individuel (H);
Men's Large Hill, Team;Grand tremplin, par équipes (H);
Women's Normal Hill, Individual;Tremplin normal individuel (F);
Men's Parallel Slalom;Slalom parallèle (H);
Men's Parallel Giant Slalom;Slalom géant parallèle (H);
Men's Big Air;Snowboard big air (H);
Men's Boardercross;Snowboard cross (H);
Men's Halfpipe;Snowboard halfpipe (H);
Men's Slopestyle;Snowboard slopestyle (H);
Mixed Team Snowboard Cross;Snowboard cross par équipes mixtes;
Women's Parallel Slalom;Slalom parallèle (F);
Women's Parallel Giant Slalom;Slalom géant parallèle (F);
Women's Big Air;Snowboard big air (F);
Women's Boardercross;Snowboard cross (F);
Women's Halfpipe;Snowboard halfpipe (F);
Women's Slopestyle;Snowboard slopestyle (F);
Men's 5,000 metres;5000 m (H);
Men's 500 metres;500 m (H);
Men's 10,000 metres;10000 m (H);
Men's Mass Start;Départ groupé (H);
Men's Team Pursuit (8 laps);Poursuite par équipes (8 tours) (H);
Men's Team Pursuit;Poursuite par équipes (H);
Men's Allround;Toutes categories (H);
Women's 3,000 metres;3000 m (F);
Women's 5,000 metres;5000 m (F);
Women's 500 metres;500 m (F);
Women's Mass Start;Départ groupé (F);
Women's Team Pursuit (6 laps);Poursuite par équipes (6 tours) (F);
